,sales_id,customer_id,product_id,date,number_of_unit_sold,total_sales
41319,S41320,CGP255,P13,2023-06-11,1,5.06
41320,S41321,CGP255,P32,2023-06-11,2,9.2
41321,S41322,CGP255,P7,2023-06-11,1,4.75
41322,S41323,CGP255,P36,2023-06-11,1,2.59
41323,S41324,CGP255,P45,2023-06-11,2,2.24
41324,S41325,CTF145,P5,2023-06-11,2,13.4
41325,S41326,CTF145,P44,2023-06-11,1,2.13
41326,S41327,CTF145,P30,2023-06-11,2,4.84
41327,S41328,CTF145,P41,2023-06-11,1,0.83
41328,S41329,CTF145,P9,2023-06-11,2,13.4
41329,S41330,CJG305,P8,2023-06-11,1,5.38
41330,S41331,CJG305,P32,2023-06-11,1,4.6
41331,S41332,CJG305,P44,2023-06-11,1,2.13
41332,S41333,CBJ974,P28,2023-06-11,1,2.44
41333,S41334,CBJ974,P6,2023-06-11,2,14.52
41334,S41335,CBJ974,P46,2023-06-11,2,4.94
41335,S41336,CCM490,P36,2023-06-11,1,2.59
41336,S41337,CCM490,P50,2023-06-11,2,7.28
41337,S41338,CCM490,P41,2023-06-11,1,0.83
41338,S41339,CCM490,P23,2023-06-11,1,2.44
41339,S41340,CKB120,P50,2023-06-11,1,3.64
41340,S41341,CGM554,P44,2023-06-11,2,4.26
41341,S41342,CGM554,P20,2023-06-11,1,6.55
41342,S41343,CGM554,P5,2023-06-11,2,13.4
41343,S41344,CGM554,P15,2023-06-11,2,10.76
41344,S41345,CGM554,P6,2023-06-11,1,7.26
41345,S41346,CJC277,P50,2023-06-11,1,3.64
41346,S41347,CJC277,P36,2023-06-11,2,5.18
41347,S41348,CJC277,P8,2023-06-11,1,5.38
41348,S41349,CGS617,P8,2023-06-11,1,5.38
41349,S41350,CGS617,P34,2023-06-11,2,6.26
41350,S41351,CGS617,P48,2023-06-11,2,5.78
41351,S41352,CGP60,P42,2023-06-11,2,2.54
41352,S41353,CGP60,P26,2023-06-11,2,6.96
41353,S41354,CMS16,P4,2023-06-11,2,11.68
41354,S41355,CMS16,P32,2023-06-11,1,4.6
41355,S41356,CMS16,P30,2023-06-11,2,4.84
41356,S41357,CMS16,P48,2023-06-11,2,5.78
41357,S41358,CSK737,P28,2023-06-11,1,2.44
41358,S41359,CSK737,P7,2023-06-11,1,4.75
41359,S41360,CSK737,P37,2023-06-11,1,3.92
41360,S41361,CMV275,P13,2023-06-11,1,5.06
41361,S41362,CMV275,P5,2023-06-11,1,6.7
41362,S41363,CMV275,P32,2023-06-11,1,4.6
41363,S41364,CSW211,P3,2023-06-11,2,9.88
41364,S41365,CEG693,P16,2023-06-11,1,5.92
41365,S41366,CMB963,P42,2023-06-11,1,1.27
41366,S41367,CMB963,P28,2023-06-11,2,4.88
41367,S41368,CMB963,P29,2023-06-11,1,2.97
41368,S41369,CMB963,P8,2023-06-11,2,10.76
41369,S41370,CCR583,P16,2023-06-11,2,11.84
41370,S41371,CCR583,P34,2023-06-11,2,6.26
41371,S41372,CCR583,P50,2023-06-11,2,7.28
41372,S41373,CCR583,P12,2023-06-11,2,10.06
41373,S41374,CJJ78,P15,2023-06-11,1,5.38
41374,S41375,CJJ78,P19,2023-06-11,2,12.48
41375,S41376,CJJ78,P10,2023-06-11,2,18.34
41376,S41377,CJJ78,P35,2023-06-11,2,3.52
41377,S41378,CKA664,P44,2023-06-11,1,2.13
41378,S41379,CLS76,P39,2023-06-11,2,3.94
41379,S41380,CLS76,P6,2023-06-11,2,14.52
41380,S41381,CLS76,P26,2023-06-11,1,3.48
41381,S41382,CMW409,P12,2023-06-11,1,5.03
41382,S41383,CMW409,P49,2023-06-11,1,1.81
41383,S41384,CMW409,P47,2023-06-11,1,1.25
41384,S41385,CMW409,P11,2023-06-11,1,3.9
41385,S41386,CMW409,P39,2023-06-11,1,1.97
41386,S41387,CPT717,P7,2023-06-11,2,9.5
41387,S41388,CPT717,P12,2023-06-11,1,5.03
41388,S41389,CPT717,P1,2023-06-11,1,2.67
41389,S41390,CAL889,P12,2023-06-11,2,10.06
41390,S41391,CAL889,P19,2023-06-11,2,12.48
41391,S41392,CAL889,P46,2023-06-11,1,2.47
41392,S41393,CAL889,P31,2023-06-11,2,6.24
41393,S41394,CAL889,P33,2023-06-11,1,2.39
41394,S41395,CDH468,P36,2023-06-11,2,5.18
41395,S41396,CDH468,P34,2023-06-11,1,3.13
41396,S41397,CDH468,P21,2023-06-11,1,1.56
41397,S41398,CDH468,P12,2023-06-11,2,10.06
41398,S41399,CJM112,P25,2023-06-12,2,4.8
41399,S41400,CJM112,P44,2023-06-12,2,4.26
41400,S41401,CJM112,P47,2023-06-12,1,1.25
41401,S41402,CKB513,P38,2023-06-12,1,2.89
41402,S41403,CJP607,P7,2023-06-12,1,4.75
41403,S41404,CSL755,P31,2023-06-12,1,3.12
41404,S41405,CSL755,P25,2023-06-12,2,4.8
41405,S41406,CSL755,P17,2023-06-12,1,5.4
41406,S41407,CTK552,P6,2023-06-12,2,14.52
41407,S41408,CTK552,P36,2023-06-12,2,5.18
41408,S41409,CTK552,P31,2023-06-12,2,6.24
41409,S41410,CTK552,P30,2023-06-12,1,2.42
41410,S41411,CKM981,P19,2023-06-12,2,12.48
41411,S41412,CKM981,P21,2023-06-12,2,3.12
41412,S41413,CBJ974,P22,2023-06-12,2,4.48
41413,S41414,CBJ974,P36,2023-06-12,2,5.18
41414,S41415,CBJ974,P41,2023-06-12,1,0.83
41415,S41416,CBJ974,P32,2023-06-12,2,9.2
41416,S41417,CBJ974,P44,2023-06-12,2,4.26
41417,S41418,CPG349,P37,2023-06-12,1,3.92
41418,S41419,CPG349,P25,2023-06-12,2,4.8
41419,S41420,CWM153,P23,2023-06-12,2,4.88
41420,S41421,CWM153,P36,2023-06-12,1,2.59
41421,S41422,CWM153,P28,2023-06-12,1,2.44
41422,S41423,CDD394,P4,2023-06-12,2,11.68
41423,S41424,CDD394,P38,2023-06-12,1,2.89
41424,S41425,CKC486,P17,2023-06-12,1,5.4
41425,S41426,CKC486,P29,2023-06-12,2,5.94
41426,S41427,CKC486,P2,2023-06-12,1,2.3
41427,S41428,CAL704,P28,2023-06-12,1,2.44
41428,S41429,CAL704,P31,2023-06-12,2,6.24
41429,S41430,CAL704,P43,2023-06-12,2,2.26
41430,S41431,CAL704,P49,2023-06-12,2,3.62
41431,S41432,CRC402,P4,2023-06-12,1,5.84
41432,S41433,CRC402,P42,2023-06-12,2,2.54
41433,S41434,CRC402,P40,2023-06-12,2,4.84
41434,S41435,CRC402,P19,2023-06-12,2,12.48
41435,S41436,CBB672,P50,2023-06-12,2,7.28
41436,S41437,CDF19,P5,2023-06-12,2,13.4
41437,S41438,CPP234,P40,2023-06-12,2,4.84
41438,S41439,CPP234,P28,2023-06-12,2,4.88
41439,S41440,CPP234,P19,2023-06-12,1,6.24
41440,S41441,CCB332,P3,2023-06-12,2,9.88
41441,S41442,CCB332,P36,2023-06-12,1,2.59
41442,S41443,CCB332,P8,2023-06-12,2,10.76
41443,S41444,CCB332,P19,2023-06-12,1,6.24
41444,S41445,CAW907,P32,2023-06-12,1,4.6
41445,S41446,CJH616,P26,2023-06-12,1,3.48
41446,S41447,CJH616,P10,2023-06-12,1,9.17
41447,S41448,CJH616,P16,2023-06-12,2,11.84
41448,S41449,CJH616,P1,2023-06-12,2,5.34
41449,S41450,CMM536,P5,2023-06-12,1,6.7
41450,S41451,CMM536,P24,2023-06-12,2,6.96
41451,S41452,CMM536,P9,2023-06-12,1,6.7
41452,S41453,CMM536,P31,2023-06-12,1,3.12
41453,S41454,CMM536,P25,2023-06-12,2,4.8
41454,S41455,CJA173,P2,2023-06-12,1,2.3
41455,S41456,CJA173,P1,2023-06-12,2,5.34
41456,S41457,CJA173,P37,2023-06-12,1,3.92
41457,S41458,CJA173,P38,2023-06-12,2,5.78
41458,S41459,CSH593,P20,2023-06-12,2,13.1
41459,S41460,CSH593,P39,2023-06-12,1,1.97
41460,S41461,CSH593,P48,2023-06-12,2,5.78
41461,S41462,CSH593,P5,2023-06-12,2,13.4
41462,S41463,CNV395,P21,2023-06-12,2,3.12
41463,S41464,CNV395,P8,2023-06-12,2,10.76
41464,S41465,CNV395,P10,2023-06-12,1,9.17
41465,S41466,CNV395,P29,2023-06-12,2,5.94
41466,S41467,CNV395,P16,2023-06-12,1,5.92
41467,S41468,CTK175,P7,2023-06-12,1,4.75
41468,S41469,CTK175,P22,2023-06-12,2,4.48
41469,S41470,CTK175,P2,2023-06-12,2,4.6
41470,S41471,CCF122,P19,2023-06-12,1,6.24
41471,S41472,CCF122,P10,2023-06-12,1,9.17
41472,S41473,CDM982,P11,2023-06-12,1,3.9
41473,S41474,CDM982,P12,2023-06-12,2,10.06
41474,S41475,CAM230,P11,2023-06-12,1,3.9
41475,S41476,CJM879,P49,2023-06-12,2,3.62
41476,S41477,CJM879,P10,2023-06-12,2,18.34
41477,S41478,CJM879,P27,2023-06-12,1,3.07
41478,S41479,CJM879,P34,2023-06-12,2,6.26
41479,S41480,CBF671,P25,2023-06-12,1,2.4
41480,S41481,CCD783,P14,2023-06-12,1,4.9
41481,S41482,CCD783,P21,2023-06-12,1,1.56
41482,S41483,CCD783,P25,2023-06-12,1,2.4
41483,S41484,CKM317,P9,2023-06-12,2,13.4
41484,S41485,CCJ292,P11,2023-06-12,1,3.9
41485,S41486,CCJ292,P28,2023-06-12,1,2.44
41486,S41487,CKJ219,P1,2023-06-12,1,2.67
41487,S41488,CKJ219,P5,2023-06-12,2,13.4
41488,S41489,CKJ219,P8,2023-06-12,2,10.76
41489,S41490,CKJ219,P47,2023-06-12,2,2.5
41490,S41491,CKJ219,P16,2023-06-12,1,5.92
41491,S41492,CGA887,P17,2023-06-12,2,10.8
41492,S41493,CGA887,P50,2023-06-12,1,3.64
41493,S41494,CGA887,P45,2023-06-12,1,1.12
41494,S41495,CCC762,P36,2023-06-12,1,2.59
41495,S41496,CPK33,P13,2023-06-12,1,5.06
41496,S41497,CBC678,P35,2023-06-12,2,3.52
41497,S41498,CBC678,P8,2023-06-12,1,5.38
41498,S41499,CBC678,P38,2023-06-12,2,5.78
41499,S41500,CBC678,P40,2023-06-12,2,4.84
41500,S41501,CBC678,P43,2023-06-12,1,1.13
41501,S41502,CJC450,P27,2023-06-12,2,6.14
41502,S41503,CJC450,P8,2023-06-12,2,10.76
41503,S41504,CJC450,P17,2023-06-12,1,5.4
41504,S41505,CJC450,P44,2023-06-12,1,2.13
41505,S41506,CJC450,P9,2023-06-12,1,6.7
41506,S41507,CDT642,P49,2023-06-12,1,1.81
41507,S41508,CDT642,P22,2023-06-12,1,2.24
41508,S41509,CDT642,P34,2023-06-12,2,6.26
41509,S41510,CDT642,P33,2023-06-12,2,4.78
41510,S41511,CDT642,P12,2023-06-12,1,5.03
41511,S41512,CCH896,P20,2023-06-12,2,13.1
41512,S41513,CCH896,P33,2023-06-12,2,4.78
41513,S41514,CCH896,P42,2023-06-12,2,2.54
41514,S41515,CJT767,P42,2023-06-12,1,1.27
41515,S41516,CTG782,P42,2023-06-12,1,1.27
41516,S41517,CTG782,P40,2023-06-12,2,4.84
41517,S41518,CTG782,P10,2023-06-12,2,18.34
41518,S41519,CTG782,P17,2023-06-12,2,10.8
41519,S41520,CTG782,P32,2023-06-12,1,4.6
41520,S41521,CLK336,P31,2023-06-12,2,6.24
41521,S41522,CLK336,P7,2023-06-12,1,4.75
41522,S41523,CAP503,P36,2023-06-12,2,5.18
41523,S41524,CAP503,P49,2023-06-12,1,1.81
41524,S41525,CAP503,P46,2023-06-12,2,4.94
41525,S41526,CMF31,P26,2023-06-12,1,3.48
41526,S41527,CMF31,P10,2023-06-12,1,9.17
41527,S41528,CMF31,P3,2023-06-12,1,4.94
41528,S41529,CKJ921,P27,2023-06-12,1,3.07
41529,S41530,CKJ921,P49,2023-06-12,2,3.62
41530,S41531,CKJ921,P38,2023-06-12,1,2.89
41531,S41532,CMS824,P16,2023-06-12,2,11.84
41532,S41533,CMS824,P38,2023-06-12,1,2.89
41533,S41534,CMS824,P10,2023-06-12,1,9.17
41534,S41535,CKA664,P49,2023-06-12,2,3.62
41535,S41536,CKA664,P27,2023-06-12,2,6.14
41536,S41537,CKA664,P32,2023-06-12,2,9.2
41537,S41538,CKA664,P45,2023-06-12,1,1.12
41538,S41539,CKS774,P5,2023-06-12,1,6.7
41539,S41540,CKS774,P32,2023-06-12,1,4.6
41540,S41541,CEW191,P24,2023-06-12,1,3.48
41541,S41542,CEW191,P39,2023-06-12,1,1.97
41542,S41543,CEW191,P37,2023-06-12,1,3.92
41543,S41544,CEW191,P16,2023-06-12,2,11.84
41544,S41545,CMS101,P43,2023-06-12,2,2.26
41545,S41546,CMS101,P30,2023-06-12,1,2.42
41546,S41547,CMS101,P47,2023-06-12,1,1.25
41547,S41548,CMS101,P27,2023-06-12,2,6.14
41548,S41549,CMS101,P8,2023-06-12,1,5.38
41549,S41550,CTD608,P33,2023-06-12,2,4.78
41550,S41551,CTD608,P20,2023-06-12,1,6.55
41551,S41552,CTD608,P32,2023-06-12,2,9.2
41552,S41553,CTD608,P24,2023-06-12,2,6.96
41553,S41554,CTD608,P21,2023-06-12,1,1.56
41554,S41555,CFS250,P36,2023-06-12,2,5.18
41555,S41556,CFS250,P35,2023-06-12,1,1.76
41556,S41557,CFS250,P41,2023-06-12,2,1.66
41557,S41558,CFS250,P34,2023-06-12,2,6.26
41558,S41559,CGP255,P3,2023-06-12,1,4.94
41559,S41560,CGP255,P16,2023-06-12,1,5.92
41560,S41561,CGM248,P21,2023-06-12,2,3.12
41561,S41562,CGM248,P18,2023-06-12,2,14.92
41562,S41563,CGM248,P14,2023-06-12,2,9.8
41563,S41564,CMB157,P50,2023-06-12,2,7.28
41564,S41565,CMB157,P34,2023-06-12,2,6.26
41565,S41566,CJG17,P4,2023-06-12,1,5.84
41566,S41567,CJG17,P8,2023-06-12,2,10.76
41567,S41568,CJG17,P26,2023-06-12,2,6.96
41568,S41569,CJG17,P34,2023-06-12,2,6.26
41569,S41570,CJG17,P24,2023-06-12,1,3.48
41570,S41571,CMS92,P20,2023-06-12,1,6.55
41571,S41572,CMS92,P36,2023-06-12,2,5.18
41572,S41573,CMS92,P16,2023-06-12,1,5.92
41573,S41574,CMS92,P31,2023-06-12,2,6.24
41574,S41575,CMS92,P10,2023-06-12,2,18.34
41575,S41576,CJK695,P9,2023-06-12,2,13.4
41576,S41577,CGH233,P19,2023-06-12,2,12.48
41577,S41578,CGH233,P41,2023-06-12,2,1.66
41578,S41579,CJG352,P25,2023-06-12,2,4.8
41579,S41580,CJG352,P3,2023-06-12,2,9.88
41580,S41581,CBB846,P3,2023-06-12,1,4.94
41581,S41582,CBB846,P16,2023-06-12,2,11.84
41582,S41583,CMO822,P17,2023-06-12,2,10.8
41583,S41584,CKP453,P26,2023-06-12,1,3.48
41584,S41585,CKP453,P37,2023-06-12,1,3.92
41585,S41586,CKP453,P45,2023-06-12,1,1.12
41586,S41587,CNV854,P34,2023-06-12,1,3.13
41587,S41588,CNV854,P31,2023-06-12,1,3.12
41588,S41589,CCH592,P39,2023-06-12,1,1.97
41589,S41590,CCH592,P25,2023-06-12,1,2.4
41590,S41591,CCH592,P3,2023-06-12,1,4.94
41591,S41592,CGP60,P24,2023-06-12,2,6.96
41592,S41593,CGP60,P46,2023-06-12,2,4.94
41593,S41594,CGP60,P28,2023-06-12,1,2.44
41594,S41595,CBA186,P39,2023-06-13,1,1.97
41595,S41596,CLB467,P15,2023-06-13,1,5.38
41596,S41597,CLB467,P14,2023-06-13,2,9.8
41597,S41598,CLB467,P40,2023-06-13,2,4.84
41598,S41599,CJC515,P34,2023-06-13,2,6.26
41599,S41600,CJC515,P22,2023-06-13,2,4.48
41600,S41601,CJC515,P11,2023-06-13,2,7.8
41601,S41602,CJC515,P25,2023-06-13,2,4.8
41602,S41603,CSS195,P12,2023-06-13,1,5.03
41603,S41604,CSS195,P37,2023-06-13,2,7.84
41604,S41605,CSS195,P35,2023-06-13,2,3.52
41605,S41606,CSS195,P40,2023-06-13,2,4.84
41606,S41607,CSS195,P4,2023-06-13,2,11.68
41607,S41608,CKD962,P47,2023-06-13,2,2.5
41608,S41609,CKD962,P34,2023-06-13,2,6.26
41609,S41610,CKD962,P26,2023-06-13,1,3.48
41610,S41611,CKD962,P16,2023-06-13,2,11.84
41611,S41612,CDR877,P27,2023-06-13,1,3.07
41612,S41613,CDR877,P14,2023-06-13,2,9.8
41613,S41614,CDR877,P32,2023-06-13,2,9.2
41614,S41615,CEC698,P22,2023-06-13,1,2.24
41615,S41616,CEC698,P41,2023-06-13,1,0.83
41616,S41617,CAP543,P13,2023-06-13,2,10.12
41617,S41618,CEW295,P24,2023-06-13,2,6.96
41618,S41619,CEW295,P23,2023-06-13,1,2.44
41619,S41620,CEW295,P7,2023-06-13,2,9.5
41620,S41621,CKB513,P40,2023-06-13,1,2.42
41621,S41622,CKB513,P13,2023-06-13,2,10.12
41622,S41623,CKB513,P38,2023-06-13,2,5.78
41623,S41624,CMW365,P12,2023-06-13,1,5.03
41624,S41625,CBF671,P5,2023-06-13,2,13.4
41625,S41626,CBF671,P10,2023-06-13,2,18.34
41626,S41627,CCC70,P39,2023-06-13,2,3.94
41627,S41628,CCC70,P25,2023-06-13,2,4.8
41628,S41629,CCC70,P29,2023-06-13,2,5.94
41629,S41630,CCS944,P18,2023-06-13,1,7.46
41630,S41631,CCS944,P41,2023-06-13,1,0.83
41631,S41632,CCS944,P31,2023-06-13,2,6.24
41632,S41633,CCS944,P35,2023-06-13,1,1.76
41633,S41634,CLM438,P36,2023-06-13,2,5.18
41634,S41635,CJC63,P20,2023-06-13,1,6.55
41635,S41636,CJC63,P49,2023-06-13,2,3.62
41636,S41637,CWH484,P48,2023-06-13,2,5.78
41637,S41638,CWH484,P12,2023-06-13,1,5.03
41638,S41639,CDW125,P18,2023-06-13,2,14.92
41639,S41640,CDW125,P1,2023-06-13,1,2.67
41640,S41641,CSB289,P43,2023-06-13,2,2.26
41641,S41642,CSB289,P27,2023-06-13,1,3.07
41642,S41643,CSB289,P28,2023-06-13,1,2.44
41643,S41644,CSB289,P8,2023-06-13,1,5.38
41644,S41645,CSB289,P40,2023-06-13,1,2.42
41645,S41646,CCD179,P35,2023-06-13,2,3.52
41646,S41647,CJH485,P14,2023-06-13,2,9.8
41647,S41648,CJH485,P22,2023-06-13,2,4.48
41648,S41649,CJH485,P39,2023-06-13,1,1.97
41649,S41650,CJH485,P49,2023-06-13,1,1.81
41650,S41651,CKL560,P29,2023-06-13,1,2.97
41651,S41652,CTL309,P1,2023-06-13,2,5.34
41652,S41653,CTL309,P27,2023-06-13,1,3.07
41653,S41654,CTL309,P32,2023-06-13,1,4.6
41654,S41655,CTL309,P9,2023-06-13,2,13.4
41655,S41656,CMM322,P12,2023-06-13,2,10.06
41656,S41657,CMM322,P30,2023-06-13,1,2.42
41657,S41658,CMM322,P43,2023-06-13,1,1.13
41658,S41659,CER546,P45,2023-06-13,1,1.12
41659,S41660,CER546,P24,2023-06-13,2,6.96
41660,S41661,CER546,P31,2023-06-13,1,3.12
41661,S41662,CER546,P9,2023-06-13,2,13.4
41662,S41663,CMW925,P11,2023-06-13,1,3.9
41663,S41664,CMW925,P41,2023-06-13,1,0.83
41664,S41665,CMW925,P36,2023-06-13,2,5.18
41665,S41666,CMW925,P48,2023-06-13,1,2.89
41666,S41667,CMW925,P32,2023-06-13,1,4.6
41667,S41668,CKM857,P6,2023-06-13,1,7.26
41668,S41669,CKM857,P31,2023-06-13,1,3.12
41669,S41670,CKM857,P22,2023-06-13,1,2.24
41670,S41671,CTG795,P21,2023-06-13,2,3.12
41671,S41672,CTG795,P39,2023-06-13,2,3.94
41672,S41673,CTG795,P15,2023-06-13,2,10.76
41673,S41674,CTG795,P19,2023-06-13,2,12.48
41674,S41675,CTM873,P41,2023-06-13,1,0.83
41675,S41676,CTM873,P37,2023-06-13,2,7.84
41676,S41677,CTM873,P42,2023-06-13,2,2.54
41677,S41678,CNH521,P15,2023-06-13,2,10.76
41678,S41679,CNH521,P38,2023-06-13,2,5.78
41679,S41680,CMT115,P1,2023-06-13,1,2.67
41680,S41681,CMT115,P39,2023-06-13,1,1.97
41681,S41682,CMT115,P13,2023-06-13,2,10.12
41682,S41683,CMT115,P14,2023-06-13,2,9.8
41683,S41684,CSW118,P42,2023-06-13,2,2.54
41684,S41685,CSW118,P24,2023-06-13,2,6.96
41685,S41686,CSW118,P8,2023-06-13,1,5.38
41686,S41687,CSW118,P43,2023-06-13,1,1.13
41687,S41688,CBF946,P8,2023-06-13,2,10.76
41688,S41689,CBF946,P48,2023-06-13,1,2.89
41689,S41690,CBF946,P24,2023-06-13,1,3.48
41690,S41691,CBF946,P18,2023-06-13,2,14.92
41691,S41692,CBF946,P50,2023-06-13,2,7.28
41692,S41693,CMR376,P8,2023-06-13,2,10.76
41693,S41694,CMR376,P45,2023-06-13,2,2.24
41694,S41695,CMR376,P31,2023-06-13,2,6.24
41695,S41696,CMR376,P47,2023-06-13,1,1.25
41696,S41697,CMR376,P4,2023-06-13,1,5.84
41697,S41698,CCM266,P29,2023-06-13,1,2.97
41698,S41699,CCM266,P38,2023-06-13,2,5.78
41699,S41700,CCM266,P26,2023-06-13,2,6.96
41700,S41701,CSF794,P30,2023-06-13,2,4.84
41701,S41702,CSF794,P10,2023-06-13,2,18.34
41702,S41703,CJK632,P18,2023-06-13,1,7.46
41703,S41704,CJK632,P24,2023-06-13,2,6.96
41704,S41705,CJK632,P21,2023-06-13,1,1.56
41705,S41706,CJK632,P1,2023-06-13,2,5.34
41706,S41707,CKM317,P35,2023-06-13,2,3.52
41707,S41708,CKM317,P33,2023-06-13,1,2.39
41708,S41709,CKM317,P18,2023-06-13,1,7.46
41709,S41710,CKM317,P49,2023-06-13,2,3.62
41710,S41711,CKM317,P11,2023-06-13,1,3.9
41711,S41712,CRA239,P32,2023-06-13,1,4.6
41712,S41713,CRA239,P24,2023-06-13,1,3.48
41713,S41714,CML917,P13,2023-06-13,1,5.06
41714,S41715,CML917,P22,2023-06-13,1,2.24
41715,S41716,CML917,P20,2023-06-13,2,13.1
41716,S41717,CML917,P11,2023-06-13,1,3.9
41717,S41718,CCT538,P39,2023-06-13,2,3.94
41718,S41719,CCT538,P45,2023-06-13,2,2.24
41719,S41720,CCT538,P43,2023-06-13,2,2.26
41720,S41721,CPJ416,P45,2023-06-13,2,2.24
41721,S41722,CPJ416,P10,2023-06-13,1,9.17
41722,S41723,CPJ416,P49,2023-06-13,1,1.81
41723,S41724,CPJ416,P19,2023-06-13,2,12.48
41724,S41725,CPJ416,P48,2023-06-13,1,2.89
41725,S41726,CSG439,P10,2023-06-13,2,18.34
41726,S41727,CSG439,P49,2023-06-13,1,1.81
41727,S41728,CSG439,P24,2023-06-13,1,3.48
41728,S41729,CSG439,P7,2023-06-13,1,4.75
41729,S41730,CSG439,P17,2023-06-13,1,5.4
41730,S41731,CRB449,P21,2023-06-13,1,1.56
41731,S41732,CJG305,P37,2023-06-13,1,3.92
41732,S41733,CJG305,P27,2023-06-13,2,6.14
41733,S41734,CJG305,P46,2023-06-13,1,2.47
41734,S41735,CCC762,P7,2023-06-13,1,4.75
41735,S41736,CCC762,P18,2023-06-13,2,14.92
41736,S41737,CCC762,P42,2023-06-13,2,2.54
41737,S41738,CCC762,P36,2023-06-13,2,5.18
41738,S41739,CJR985,P20,2023-06-13,2,13.1
41739,S41740,CBT108,P1,2023-06-13,1,2.67
41740,S41741,CBT108,P50,2023-06-13,1,3.64
41741,S41742,CBT108,P27,2023-06-13,1,3.07
41742,S41743,CBT108,P10,2023-06-13,2,18.34
41743,S41744,CBT108,P16,2023-06-13,2,11.84
41744,S41745,CSB457,P11,2023-06-13,2,7.8
41745,S41746,CSB457,P31,2023-06-13,1,3.12
41746,S41747,CSH722,P33,2023-06-13,2,4.78
41747,S41748,CSH722,P38,2023-06-13,1,2.89
41748,S41749,CAE558,P40,2023-06-13,1,2.42
41749,S41750,CAE558,P23,2023-06-13,2,4.88
41750,S41751,CAE558,P43,2023-06-13,2,2.26
41751,S41752,CAE558,P14,2023-06-13,2,9.8
41752,S41753,CTH584,P37,2023-06-13,1,3.92
41753,S41754,CTH584,P44,2023-06-13,2,4.26
41754,S41755,CTH584,P28,2023-06-13,1,2.44
41755,S41756,CTH584,P23,2023-06-13,1,2.44
41756,S41757,CRB449,P48,2023-06-13,1,2.89
41757,S41758,CTK552,P45,2023-06-13,1,1.12
41758,S41759,CTK552,P49,2023-06-13,1,1.81
41759,S41760,CTK552,P33,2023-06-13,2,4.78
41760,S41761,CTK552,P9,2023-06-13,1,6.7
41761,S41762,CTK552,P18,2023-06-13,2,14.92
41762,S41763,CKG461,P16,2023-06-13,2,11.84
41763,S41764,CKG461,P12,2023-06-13,2,10.06
41764,S41765,CKG461,P27,2023-06-13,2,6.14
41765,S41766,CKG461,P28,2023-06-13,1,2.44
41766,S41767,CKG461,P2,2023-06-13,1,2.3
41767,S41768,CMA183,P25,2023-06-13,1,2.4
41768,S41769,CDF780,P44,2023-06-13,1,2.13
41769,S41770,CDF780,P36,2023-06-13,1,2.59
41770,S41771,CDF780,P18,2023-06-13,1,7.46
41771,S41772,CSC251,P43,2023-06-13,1,1.13
41772,S41773,CMH649,P26,2023-06-13,1,3.48
41773,S41774,CMH649,P34,2023-06-13,1,3.13
41774,S41775,CMH649,P7,2023-06-13,1,4.75
41775,S41776,CMJ138,P32,2023-06-13,1,4.6
41776,S41777,CMJ138,P6,2023-06-13,1,7.26
41777,S41778,CMJ138,P20,2023-06-13,1,6.55
41778,S41779,CKS831,P5,2023-06-13,1,6.7
41779,S41780,CKS831,P1,2023-06-13,2,5.34
41780,S41781,CBF517,P34,2023-06-13,2,6.26
41781,S41782,CBF517,P42,2023-06-13,2,2.54
41782,S41783,CKJ571,P34,2023-06-13,1,3.13
41783,S41784,CKJ571,P6,2023-06-13,1,7.26
41784,S41785,CKJ571,P36,2023-06-13,1,2.59
41785,S41786,CKD903,P36,2023-06-13,2,5.18
41786,S41787,CKD903,P38,2023-06-13,2,5.78
41787,S41788,CAW500,P14,2023-06-13,1,4.9
41788,S41789,CAW500,P7,2023-06-13,1,4.75
41789,S41790,CAW500,P50,2023-06-13,2,7.28
41790,S41791,CAW500,P42,2023-06-13,2,2.54
41791,S41792,CJC249,P25,2023-06-13,1,2.4
41792,S41793,CKW882,P9,2023-06-13,1,6.7
41793,S41794,CSF983,P41,2023-06-13,2,1.66
41794,S41795,CSF983,P43,2023-06-13,1,1.13
41795,S41796,CSF983,P4,2023-06-13,1,5.84
41796,S41797,CSF983,P21,2023-06-13,2,3.12
41797,S41798,CSF983,P13,2023-06-13,2,10.12
41798,S41799,CWP193,P49,2023-06-13,2,3.62
41799,S41800,CWP193,P33,2023-06-13,1,2.39
41800,S41801,CWP193,P43,2023-06-13,2,2.26
41801,S41802,CWP193,P44,2023-06-13,1,2.13
41802,S41803,CWP193,P36,2023-06-13,1,2.59
41803,S41804,CMR376,P42,2023-06-14,2,2.54
41804,S41805,CMR376,P32,2023-06-14,2,9.2
41805,S41806,CMR376,P38,2023-06-14,1,2.89
41806,S41807,CMR376,P12,2023-06-14,2,10.06
41807,S41808,CMJ138,P26,2023-06-14,2,6.96
41808,S41809,CGS241,P21,2023-06-14,1,1.56
41809,S41810,CGS241,P30,2023-06-14,1,2.42
41810,S41811,CJS56,P45,2023-06-14,2,2.24
41811,S41812,CJS56,P33,2023-06-14,1,2.39
41812,S41813,CLA440,P26,2023-06-14,1,3.48
41813,S41814,CLA440,P3,2023-06-14,1,4.94
41814,S41815,CLA440,P18,2023-06-14,1,7.46
41815,S41816,CDP160,P18,2023-06-14,2,14.92
